2025-08-08 18:51:59 | INFO | __main__:main:264 | 🏗️ Real Estate Investment Data Ingestion Pipeline
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (42, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.440074', '2025-08-08 15:28:42.440080')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (43, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.552328', '2025-08-08 15:28:42.552335')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (43, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.552328', '2025-08-08 15:28:42.552335')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 43: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (43, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.552328', '2025-08-08 15:28:42.552335')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (44, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.696384', '2025-08-08 15:28:42.696394')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (44, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.696384', '2025-08-08 15:28:42.696394')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 44: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (44, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.696384', '2025-08-08 15:28:42.696394')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (45, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.833992', '2025-08-08 15:28:42.833999')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (45, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.833992', '2025-08-08 15:28:42.833999')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 45: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (45, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.833992', '2025-08-08 15:28:42.833999')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (46, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.943052', '2025-08-08 15:28:42.943058')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (46, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.943052', '2025-08-08 15:28:42.943058')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:42 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 46: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (46, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:42.943052', '2025-08-08 15:28:42.943058')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (47, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.047896', '2025-08-08 15:28:43.047902')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (47, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.047896', '2025-08-08 15:28:43.047902')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 47: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (47, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.047896', '2025-08-08 15:28:43.047902')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (48, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.165664', '2025-08-08 15:28:43.165670')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (48, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.165664', '2025-08-08 15:28:43.165670')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 48: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (48, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.165664', '2025-08-08 15:28:43.165670')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (49, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.290312', '2025-08-08 15:28:43.290318')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (49, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.290312', '2025-08-08 15:28:43.290318')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 49: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (49, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.290312', '2025-08-08 15:28:43.290318')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (50, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.433575', '2025-08-08 15:28:43.433584')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (50, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.433575', '2025-08-08 15:28:43.433584')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 50: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (50, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.433575', '2025-08-08 15:28:43.433584')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (51, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.576151', '2025-08-08 15:28:43.576160')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (51, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.576151', '2025-08-08 15:28:43.576160')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 51: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (51, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.576151', '2025-08-08 15:28:43.576160')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (52, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:43.699555', '2025-08-08 15:28:43.699563')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:43 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
